средняя_вероятность,фактическая_частота
0.025418102777595254,0.0
0.05535385298374378,0.0
0.08416518543935103,0.02912621359223301
0.11987659136941696,0.024271844660194174
0.1777503698246487,0.024390243902439025
0.3009096483297694,0.19902912621359223
0.4503825037013451,0.3592233009708738
0.6303204656360043,0.5679611650485437
