средняя_вероятность,фактическая_частота
0.0,0.0
0.0024672735267181217,0.009389671361502348
0.009388082271467457,0.03015075376884422
0.026832230342721926,0.0196078431372549
0.059797983934476426,0.030456852791878174
0.19718241945458603,0.22705314009661837
0.3531688244960577,0.3088235294117647
0.5819856084716467,0.5825242718446602
