средняя_вероятность,фактическая_частота
0.020844883342458657,0.0
0.025778471066367832,0.0
0.03173050566314649,0.03398058252427184
0.04102922651197271,0.019417475728155338
0.06249458404887062,0.03414634146341464
0.14202311644465634,0.19902912621359223
0.31382426303575944,0.33495145631067963
0.5962164859212711,0.5825242718446602
